predicted_label,true_label,prob_attack,confidence,traffic_density,risk_score,risk_level,true_is_attack
PortScan,PortScan,1.0,0.5791,0.0143,47.45,Medium,True
FTP-Patator,PortScan,1.0,0.9905,0.0154,71.06,High,True
FTP-Patator,PortScan,1.0,0.9724,0.0108,71.06,High,True
PortScan,PortScan,1.0,1.0,0.0099,71.06,High,True
FTP-Patator,PortScan,1.0,0.9942,0.0072,71.06,High,True
FTP-Patator,PortScan,1.0,0.9892,0.012,71.06,High,True
PortScan,PortScan,1.0,0.9926,0.0135,71.06,High,True
PortScan,PortScan,1.0,0.9923,0.009,71.06,High,True
FTP-Patator,PortScan,1.0,0.8641,0.007,71.06,High,True
FTP-Patator,PortScan,1.0,0.9897,0.0232,71.06,High,True
FTP-Patator,PortScan,1.0,0.9902,0.0111,71.06,High,True
FTP-Patator,PortScan,1.0,0.9937,0.0078,71.06,High,True
FTP-Patator,PortScan,1.0,0.9803,0.0068,71.06,High,True
FTP-Patator,PortScan,1.0,0.9833,0.0083,71.06,High,True
PortScan,PortScan,1.0,1.0,0.0052,71.06,High,True
FTP-Patator,PortScan,1.0,0.9925,0.0143,71.06,High,True
FTP-Patator,PortScan,1.0,0.9903,0.0113,71.06,High,True
PortScan,PortScan,1.0,1.0,0.0111,71.06,High,True
FTP-Patator,PortScan,1.0,0.9941,0.0111,71.06,High,True
PortScan,PortScan,1.0,1.0,0.0058,71.06,High,True
FTP-Patator,PortScan,1.0,0.9944,0.0081,71.06,High,True
PortScan,PortScan,1.0,0.9947,0.0203,71.06,High,True
PortScan,PortScan,1.0,1.0,0.0106,71.06,High,True
FTP-Patator,PortScan,1.0,0.9472,0.0162,71.06,High,True
FTP-Patator,PortScan,1.0,0.989,0.0141,71.06,High,True
FTP-Patator,PortScan,1.0,0.9898,0.012,71.06,High,True
PortScan,PortScan,1.0,1.0,0.009,71.06,High,True
PortScan,PortScan,1.0,0.0634,0.0085,42.5,Medium,True
FTP-Patator,PortScan,1.0,0.9888,0.0094,71.06,High,True
PortScan,PortScan,1.0,0.9926,0.0158,71.06,High,True
Bot,PortScan,1.0,1.0,0.3243,72.17,High,True
FTP-Patator,PortScan,1.0,0.9901,0.0162,71.06,High,True
FTP-Patator,PortScan,1.0,0.9929,0.0089,71.06,High,True
Bot,PortScan,1.0,1.0,0.6486,91.18,Critical,True
PortScan,PortScan,1.0,0.795,0.0086,71.06,High,True
PortScan,PortScan,1.0,0.9902,0.0151,71.06,High,True
PortScan,PortScan,1.0,1.0,0.0116,71.06,High,True
FTP-Patator,PortScan,1.0,0.7753,0.0442,71.06,High,True
FTP-Patator,PortScan,1.0,0.9943,0.0048,71.06,High,True
PortScan,PortScan,1.0,0.9915,0.006,71.06,High,True
PortScan,PortScan,1.0,0.9906,0.0116,71.06,High,True
FTP-Patator,PortScan,1.0,0.7655,0.0089,71.06,High,True
FTP-Patator,PortScan,1.0,0.9938,0.011,71.06,High,True
FTP-Patator,PortScan,1.0,0.9942,0.006,71.06,High,True
FTP-Patator,PortScan,1.0,0.7691,0.0062,71.06,High,True
FTP-Patator,PortScan,1.0,0.9918,0.0076,71.06,High,True
PortScan,PortScan,1.0,1.0,0.0116,71.06,High,True
FTP-Patator,PortScan,1.0,0.7966,0.005,71.06,High,True
PortScan,PortScan,1.0,0.2559,0.0135,42.5,Medium,True
PortScan,PortScan,1.0,0.7294,0.01,70.98,High,True
FTP-Patator,PortScan,1.0,0.9917,0.008,71.06,High,True
PortScan,PortScan,1.0,0.8804,0.0066,71.06,High,True
PortScan,PortScan,1.0,0.9926,0.0144,71.06,High,True
SSH-Patator,SSH-Patator,1.0,0.9806,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,1.0,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,0.9805,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,0.9651,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,0.9796,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,0.9785,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,0.9689,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,1.0,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,0.9808,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,0.9763,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,1.0,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,1.0,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,1.0,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,0.9594,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,0.9808,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,1.0,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,0.9772,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,0.9798,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,1.0,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,1.0,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,0.9794,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,0.9795,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,0.9777,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,0.9747,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,1.0,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,1.0,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,0.9791,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,0.9791,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,0.9793,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,1.0,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,1.0,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,0.973,0.0,71.06,High,True
FTP-Patator,SSH-Patator,1.0,1.0,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,1.0,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,1.0,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,1.0,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,0.9789,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,1.0,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,0.9796,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,1.0,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,1.0,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,0.9801,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,1.0,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,0.9789,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,1.0,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,0.9805,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,1.0,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,1.0,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,0.9807,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,1.0,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,0.98,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,1.0,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,0.9678,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,1.0,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,1.0,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,0.9803,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,0.9805,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,1.0,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,1.0,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,1.0,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,0.9788,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,1.0,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,0.9802,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,0.976,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,1.0,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,0.9796,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,1.0,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,0.9796,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,1.0,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,0.9797,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,1.0,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,1.0,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,1.0,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,1.0,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,0.9799,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,0.9808,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,0.9808,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,1.0,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,1.0,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,0.9792,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,0.9807,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,0.9802,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,0.9795,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,1.0,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,1.0,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,0.9541,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,1.0,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,1.0,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,1.0,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,1.0,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,1.0,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,0.9783,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,1.0,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,0.9798,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,0.9508,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,1.0,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,0.9689,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,1.0,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,1.0,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,0.9793,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,1.0,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,0.9665,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,1.0,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,0.9296,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,0.9801,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,1.0,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,1.0,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,1.0,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,1.0,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,0.9772,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,0.9797,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,0.9792,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,1.0,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,0.9807,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,0.9806,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,1.0,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,1.0,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,1.0,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,0.9793,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,0.9787,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,1.0,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,1.0,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,1.0,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,1.0,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,0.9699,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,1.0,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,1.0,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,1.0,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,0.9651,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,0.9792,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,0.9665,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,0.9805,0.0,71.06,High,True
SSH-Patator,SSH-Patator,1.0,1.0,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9422,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.932,0.0,71.06,High,True
Web Attack - Brute Force,Web Attack - Brute Force,1.0,0.9278,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9417,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9389,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9393,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9351,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9441,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9422,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9204,0.0,71.06,High,True
Web Attack - Brute Force,Web Attack - Brute Force,0.6004,0.2007,0.0003,26.25,Low,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9254,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9226,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9302,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9374,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9394,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9418,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9437,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9234,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9429,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9327,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9439,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9416,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9286,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9439,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9292,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9439,0.0,71.06,High,True
BENIGN,Web Attack - Brute Force,0.3973,0.2055,0.0003,15.2,Low,True
Web Attack - Brute Force,Web Attack - Brute Force,0.7119,0.4238,0.0003,42.5,Medium,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9154,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9436,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.929,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9436,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9421,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9275,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9429,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9354,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9339,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9334,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9413,0.0,71.06,High,True
Web Attack - SQL Injection,Web Attack - Brute Force,1.0,0.9827,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9399,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9246,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9268,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9245,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9271,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9198,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9395,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9281,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9426,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9274,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9428,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9432,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9429,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9404,0.0,71.06,High,True
Web Attack - Brute Force,Web Attack - Brute Force,0.5794,0.1588,0.0003,21.61,Low,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.944,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9424,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9392,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9354,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9439,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9354,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9439,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9297,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.945,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9399,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9432,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9433,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9356,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9442,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9356,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9343,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9439,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9323,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9332,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9389,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9299,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9348,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9408,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9347,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9184,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9441,0.0,71.06,High,True
SSH-Patator,Web Attack - Brute Force,1.0,0.9811,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9311,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9319,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9437,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.944,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9313,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9295,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9438,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9379,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9298,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9407,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9358,0.0,71.06,High,True
Web Attack - SQL Injection,Web Attack - Brute Force,1.0,0.9989,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9405,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9339,0.0,71.06,High,True
Web Attack - Brute Force,Web Attack - Brute Force,1.0,0.9468,0.0,71.06,High,True
FTP-Patator,Web Attack - Brute Force,1.0,0.0562,0.0,42.5,Medium,True
Web Attack - Brute Force,Web Attack - Brute Force,1.0,0.9599,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9408,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9446,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9294,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9406,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9298,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9425,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9283,0.0,71.06,High,True
SSH-Patator,Web Attack - Brute Force,1.0,0.9806,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9401,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9212,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9424,0.0,71.06,High,True
SSH-Patator,Web Attack - Brute Force,1.0,0.9795,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.941,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9318,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9401,0.0,71.06,High,True
SSH-Patator,Web Attack - Brute Force,1.0,0.9795,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9332,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9404,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.944,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9155,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.943,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9434,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9321,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9379,0.0,71.06,High,True
SSH-Patator,Web Attack - Brute Force,1.0,0.9749,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9403,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9374,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9424,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9293,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9415,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9422,0.0,71.06,High,True
SSH-Patator,Web Attack - Brute Force,1.0,0.9763,0.0,71.06,High,True
Web Attack - XSS,Web Attack - Brute Force,1.0,0.9416,0.0,71.06,High,True
Web Attack - SQL Injection,Web Attack - SQL Injection,1.0,0.6778,0.0,65.83,High,True
SSH-Patator,Web Attack - SQL Injection,1.0,0.965,0.0,71.06,High,True
SSH-Patator,Web Attack - SQL Injection,1.0,0.9791,0.0,71.06,High,True
SSH-Patator,Web Attack - SQL Injection,1.0,0.9793,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9418,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9391,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9376,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9389,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9362,0.0,71.06,High,True
Web Attack - Brute Force,Web Attack - XSS,1.0,0.9945,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.938,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9295,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.944,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9364,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9439,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9583,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9328,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9316,0.0,71.06,High,True
BENIGN,Web Attack - XSS,0.0,1.0,0.0003,42.5,Medium,True
SSH-Patator,Web Attack - XSS,1.0,0.9797,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9321,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9378,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9192,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9439,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9384,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.943,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.944,0.0,71.06,High,True
SSH-Patator,Web Attack - XSS,1.0,0.9776,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9357,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9414,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9371,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9393,0.0,71.06,High,True
BENIGN,Web Attack - XSS,0.0,1.0,0.0003,42.5,Medium,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9422,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9269,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9439,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9268,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9342,0.0,71.06,High,True
Web Attack - XSS,Web Attack - XSS,1.0,0.9368,0.0,71.06,High,True
